target,text,clean_text
NEGATIVE,@SAngelloLIVE WOW that must of been amazing wish I was there ,SAngelloLIVE WOW that must of been amazing wish I was there 
NEGATIVE,Is waiting to get picked up to go to ikea ,Is waiting to get picked up to go to ikea 
NEGATIVE,Going to bed enviromental science final tommarow ugh ,Going to bed enviromental science final tommarow ugh 
POSITIVE,via @AsiaBrands: Thanks for following me! I look forward to your tweets  BTW you might want to add me on Facebook as well! http://bit. ...,via AsiaBrands Thanks for following me I look forward to your tweets BTW you might want to add me on Facebook as well httpbit 
NEGATIVE,watching YabancÄ± Damat its s awsome show and its the best show anyways xD ! nazli  ! mree'9a  !! and niko is so sad :'( !,watching YabancÄ± Damat its s awsome show and its the best show anyways xD nazli mree and niko is so sad 
NEGATIVE,im watching jonas. they make kevin look so stupid. poor kevin ,im watching jonas they make kevin look so stupid poor kevin 
POSITIVE,"@treypennington You are welcome, Trey - it was great food for thought. ",treypennington You are welcome Trey it was great food for thought 
NEGATIVE,@Farahbeth woo-hoo for a big boy carseat! boo-hoo for sunburn ,Farahbeth woohoo for a big boy carseat boohoo for sunburn 
NEGATIVE,OOOHHH AHHHHH POP EYES. t a s t y; i'm bored wtf . Nobody talk to me on this twiiter.  {SAD},OOOHHH AHHHHH POP EYES t a s t y im bored wtf Nobody talk to me on this twiiter SAD
POSITIVE,@Samm_xo texttt rachell  actually can you message me her number aswell,Sammxo texttt rachell actually can you message me her number aswell
POSITIVE,@Pamela_Lund i know... im lame. ive been this way my whole life ,PamelaLund i know im lame ive been this way my whole life 
POSITIVE,@azandiaMJBB Thanks. And yes this song is for those who have suffered loss and for survivors! ,azandiaMJBB Thanks And yes this song is for those who have suffered loss and for survivors 
NEGATIVE,just fell asleep in the canteen. wana go home ,just fell asleep in the canteen wana go home 
NEGATIVE,Penguins lost   I wish when people twisted your words that you could go pull the words out of there mouth in the form of barbed wire.,Penguins lost I wish when people twisted your words that you could go pull the words out of there mouth in the form of barbed wire
NEGATIVE,@missdolan what is neosporin? i LOOVEE huge nasty shit on my arm ,missdolan what is neosporin i LOOVEE huge nasty shit on my arm 
POSITIVE,@suesharples Fixed ,suesharples Fixed 
NEGATIVE,Dang. I'm such a worry wart. ,Dang Im such a worry wart 
POSITIVE,sitting here drinking a screwdriver and watching season 1 of gossip girl  i love summer,sitting here drinking a screwdriver and watching season of gossip girl i love summer
POSITIVE,"@aflett Excellent   Aye, had a good one - got out in the sun, lots of nice food etc.  BBQ at Fenny's.  No sign of baby tho - now 2 days OD",aflett Excellent Aye had a good one got out in the sun lots of nice food etc BBQ at Fennys No sign of baby tho now days OD
POSITIVE,@Mattman77777 You'll get there Matt. Just take it slow and before you know it you'll be running. Stay strong! , Youll get there Matt Just take it slow and before you know it youll be running Stay strong 
POSITIVE,"Next date - Birmingham, The Rainbow, Sun 7th June. Sunface Unsigned! Please text 'Birmingham 3196' to 64343 to vote for us!!! ",Next date Birmingham The Rainbow Sun June Sunface Unsigned Please text Birmingham to to vote for us 
POSITIVE,Perfect moving weather. Rock on. So excited. ,Perfect moving weather Rock on So excited 
POSITIVE,"@ian_si So, I was thinking. The clip won't put me to sleep, could you send Ewan round instead? ",iansi So I was thinking The clip wont put me to sleep could you send Ewan round instead 
POSITIVE,Mexico anyone??? I think so on my way to the airport  wish me luck!,Mexico anyone I think so on my way to the airport wish me luck
POSITIVE,@thewordofjeff Lol. You missed it. Now I'm sweaty and stinky and covered in chopped up grass bits. ,thewordofjeff Lol You missed it Now Im sweaty and stinky and covered in chopped up grass bits 
NEGATIVE,@vanessatweets  i wanna do something other than uni work! 30 rock is now keeping me sane. i think i love tina fey more then most people!!!,vanessatweets i wanna do something other than uni work rock is now keeping me sane i think i love tina fey more then most people
POSITIVE,is bound to Manila fbom Sagada..  Sagada is really quite an experience.. Really your total extreme adventur... http://plurk.com/p/riect,is bound to Manila fbom Sagada Sagada is really quite an experience Really your total extreme adventur httpplurkcompriect
NEGATIVE,"@adrienasher Natasha!  I may be able to see you this weekend or next if you're free. I'm not certain so don't get too excited, but I HOPE.",adrienasher Natasha I may be able to see you this weekend or next if youre free Im not certain so dont get too excited but I HOPE
POSITIVE,@EmilyOsment it would be absolutely amazing if you replied  xx,EmilyOsment it would be absolutely amazing if you replied xx
POSITIVE,bell center for game 3 tonight !! ,bell center for game tonight 
POSITIVE,getting readyy then bartending at dukes tonight ! ,getting readyy then bartending at dukes tonight 
NEGATIVE,is at the dmv waiting foreverrr to finally get her cali drivers license...bye bye hawaii one ,is at the dmv waiting foreverrr to finally get her cali drivers licensebye bye hawaii one 
POSITIVE,spring is nice  will apply to first place that has outdoor office facilities,spring is nice will apply to first place that has outdoor office facilities
NEGATIVE,@ibenji I can't trap it  I'll keep trying,ibenji I cant trap it Ill keep trying
NEGATIVE,is busy with a design document! ,is busy with a design document 
NEGATIVE,@oxdxexlxixa oh woww. that's soon!  my first exam isn't even till the 10th! we definately have to catch up before you go!,oxdxexlxixa oh woww thats soon my first exam isnt even till the we definately have to catch up before you go
NEGATIVE,a E+ in math :'( i cry. its fcking shit!  cause that means that i have only a D in the attestation. -.- FUCK!,a E in math i cry its fcking shit cause that means that i have only a D in the attestation FUCK
NEGATIVE,@KevinCarachure Hey! Right now it's only on iTunes and at our shows  here's the link though - we'd LOVE a review  http://bit.ly/7UGgQ,KevinCarachure Hey Right now its only on iTunes and at our shows heres the link though wed LOVE a review httpbitly
POSITIVE,@EdibleVancouver I just read your 'Letter from the Editor' and the magazine is ALWAYS a delight! Keep it up ,EdibleVancouver I just read your Letter from the Editor and the magazine is ALWAYS a delight Keep it up 
POSITIVE,"@pennydist heh, yeah  just gotta work put travel etc, ain't bought a ticket yet. Any brummies going?",pennydist heh yeah just gotta work put travel etc aint bought a ticket yet Any brummies going
POSITIVE,"Starbucks - Dark Berry Mocha Frapp, Refreshing ",Starbucks Dark Berry Mocha Frapp Refreshing 
POSITIVE,I like True Blood ,I like True Blood 
POSITIVE,@iamjonathancook Hey wanna follow me? Haha ,iamjonathancook Hey wanna follow me Haha 
POSITIVE,I survived the stupid family party ,I survived the stupid family party 
NEGATIVE,"won't have a working camera for the picnic this weekend  Although, many other people will ",wont have a working camera for the picnic this weekend Although many other people will 
NEGATIVE,I just skipped work this morning thinking it would be ok since everyone does it except for me... and I just got a phone call from da boss ,I just skipped work this morning thinking it would be ok since everyone does it except for me and I just got a phone call from da boss 
NEGATIVE,is reading about sport finance for fun ,is reading about sport finance for fun 
POSITIVE,"@richardbarley Where do the &quot;standard&quot; definitions come from? BTW, if my mom can say Google then it's not a &quot;tech&quot; word anymore ",richardbarley Where do the quotstandardquot definitions come from BTW if my mom can say Google then its not a quottechquot word anymore 
NEGATIVE,@TheBlondeTheory it doesn't sound like the perfect Saturday night... ,TheBlondeTheory it doesnt sound like the perfect Saturday night 
NEGATIVE,still bored. Going to bed soon. Alone  Tired. Work tomorrow. Night lovers xx,still bored Going to bed soon Alone Tired Work tomorrow Night lovers xx
NEGATIVE,"@queenbean99 We're capped, so I have to wait till tomorrow to upload. ", Were capped so I have to wait till tomorrow to upload 
POSITIVE,loving the sunshine. makes me feel happy ,loving the sunshine makes me feel happy 
POSITIVE,Taking the T To fenway ,Taking the T To fenway 
POSITIVE,getting ideas for our new project!  going to be interesting!,getting ideas for our new project going to be interesting
NEGATIVE,awake at 5am again. ,awake at again 
POSITIVE,"My mom is doing a LOT better.  surgery went great! Glad thats over with, now back to work. can't wait to see my baby girl tonite!!!!! ",My mom is doing a LOT better surgery went great Glad thats over with now back to work cant wait to see my baby girl tonite 
POSITIVE,"I came across very competitive, FREE 12 weeks Internet Marketing Course by ShoeMoney. It can't be better then that  http://shoemoneyx.com",I came across very competitive FREE weeks Internet Marketing Course by ShoeMoney It cant be better then that httpshoemoneyxcom
POSITIVE,retail therapy helps. Awww.... ,retail therapy helps Awww 
POSITIVE,@yourmajestyy haha thanks Esther ,yourmajestyy haha thanks Esther 
POSITIVE,@myshiren I get that. But in the pic he looks sooo unhappy ,myshiren I get that But in the pic he looks sooo unhappy 
NEGATIVE,sitting at home fixing to bath and go to bed gotta work tomorrow morning!!!!!!!!!!! ,sitting at home fixing to bath and go to bed gotta work tomorrow morning 
NEGATIVE,@mlexiehayden Lol shut up! It went black and the led light just started flashin when I hung up from my mom ,mlexiehayden Lol shut up It went black and the led light just started flashin when I hung up from my mom 
POSITIVE,@MsAKAtainment Tired! But it;s later where you are ,MsAKAtainment Tired But its later where you are 
POSITIVE,@georgiaface Just as i diagnosed :s Good `springing` into action there btw ,georgiaface Just as i diagnosed s Good springing into action there btw 
POSITIVE,"Right then, off to do some Rug-Work &amp; work on new Cross-Stitch designs !  Will tweet later !  CFN !",Right then off to do some RugWork amp work on new CrossStitch designs Will tweet later CFN 
POSITIVE,@destinee_rae Haha lol. Im feelin much better. And great2knw u were tweeting...in the library?! lol. well hope u get ur work done.  thanks,destineerae Haha lol Im feelin much better And u were tweetingin the library lol well hope u get ur work done thanks
NEGATIVE,my computer is acting weird and now its deleting all my files today is not gonna be a good day ,my computer is acting weird and now its deleting all my files today is not gonna be a good day 
POSITIVE,"@DENISE_RICHARDS one day i saw Denise at coldwater park , u were beautfull!!!!!!! with with dress and lola with u , i hope see u again ",DENISERICHARDS one day i saw Denise at coldwater park u were beautfull with with dress and lola with u i hope see u again 
POSITIVE,getting ready for my mani/pedi ,getting ready for my manipedi 
POSITIVE,@Saffiter  My work is done then. Mhahaha!,Saffiter My work is done then Mhahaha
NEGATIVE,My phone's nearly dead. Goodbye social life.  haha,My phones nearly dead Goodbye social life haha
POSITIVE,"@gemstwin Granny, Linda will be happy. ",gemstwin Granny Linda will be happy 
NEGATIVE,My #ERIC banner is gone on Tweetie. ,My ERIC banner is gone on Tweetie 
NEGATIVE,I'M WORKING ON IT!!! (MY FINAL)  ,IM WORKING ON IT MY FINAL 
NEGATIVE,@cr1m50n sounds like were having the same problems and kinda morning. Great. We need go home d have a pity party on the couch and get fat , sounds like were having the same problems and kinda morning Great We need go home d have a pity party on the couch and get fat 
